state,race,lf1,lf4,lf7,lf13,punemp1,punemp4,punemp7,punemp13,WHM1,WHM2,WHM3,WHM4,WHM5,WHM6,WHM7,WHM8,WHM9,WHM1_2,WHF1,WHF2,WHF3,WHF4,WHF5,WHF6,WHF7,WHF8,WHF9,WHF1_2,BLKM1,BLKM2,BLKM3,BLKM4,BLKM5,BLKM6,BLKM7,BLKM8,BLKM9,BLKM1_2,BLKF1,BLKF2,BLKF3,BLKF4,BLKF5,BLKF6,BLKF7,BLKF8,BLKF9,BLKF1_2,HISPM1,HISPM2,HISPM3,HISPM4,HISPM5,HISPM6,HISPM7,HISPM8,HISPM9,HISPM1_2,HISPF1,HISPF2,HISPF3,HISPF4,HISPF5,HISPF6,HISPF7,HISPF8,HISPF9,HISPF1_2
Mississippi,895,1266,807,437,44,9.199999999999999,6.6,14.1,9.800000000000001,3264,12250,6690,7424,4395,20848,19456,7385,8533,14093,990,17980,5920,9940,18599,1588,4843,2814,11199,5991,128,1584,1757,4231,3022,9125,20594,14319,10643,2969,258,5828,4511,10236,11155,1864,10701,11675,20417,2392,73,474,99,125,167,1609,2018,3982,667,233,10,163,70,178,309,73,705,1406,535,123
Mississippi,917,1296,838,429,29,10.9,6.9,18.5,11,3348,12120,6515,7394,4443,20286,19446,7757,8082,13665,991,17984,5930,9574,18077,1563,4730,3087,10678,5855,147,1550,1648,4272,2933,8470,20526,14329,10895,2939,252,6002,4426,10029,10764,1673,10298,11772,20431,2406,74,234,111,143,213,1642,1851,4060,806,288,9,166,127,190,311,77,656,1443,745,128
Mississippi,926,1348,866,444,31,10.5,6.8,17.9,8,3143,12169,6787,7215,4796,19522,19927,7948,7922,13485,975,17928,6040,9325,17418,1341,4604,3005,10848,5743,170,1593,1884,4459,3405,8220,21263,14560,10631,2857,224,5867,4721,10211,10404,1434,10766,11503,20249,2515,72,215,105,128,162,1389,1477,4011,775,266,5,206,65,207,290,83,538,1683,634,106
Mississippi,871,1328,863,427,34,8.9,6.3,13.8,11.2,3252,11937,6476,7242,4721,20339,20516,7893,7138,12974,1058,18078,5885,9034,17161,1379,4610,3112,9892,5749,243,1621,1925,4672,3480,8307,21938,14621,10718,2780,295,5978,5012,10538,10716,1439,10830,11871,21494,2752,42,187,125,145,141,1747,1368,3566,553,243,9,122,64,213,261,84,350,1456,453,79
Mississippi,959,1259,812,413,32,8.800000000000001,6.1,13.9,12.1,3184,12036,6440,7011,4476,21268,19165,8373,6845,12934,1074,18406,5864,8385,16617,1480,4272,3381,9921,5858,221,1632,1998,4642,3513,9026,21770,15743,10865,2843,285,6210,5120,10151,11113,1654,10801,12788,22270,2834,21,184,138,132,119,1788,1388,2747,437,251,10,135,71,207,241,83,427,1393,551,103
Mississippi,816,1231,780,411,36,7.7,5.3,12.5,6.8,3036,11820,6507,7010,4418,19790,19670,8033,6587,12705,991,17986,5815,8683,15869,1327,4274,3046,9634,5814,248,1782,2055,4825,3669,8850,23375,15590,10021,3014,283,6571,4921,10742,11791,1427,11374,12733,21102,2981,30,199,169,156,113,1998,1485,2697,414,269,10,148,74,238,285,150,467,1503,421,105
Mississippi,806,1280,790,462,34,6.5,4.7,9.4,5.4,2970,11534,6484,6705,4314,18752,20028,8358,6902,12727,1053,18125,5856,8300,15399,1322,4208,2936,10213,5831,216,1817,1943,4798,3999,8725,24351,16006,10839,3123,267,6801,4815,10983,12577,1491,11457,12668,24054,2987,27,201,155,154,148,1981,1522,2596,454,281,18,166,65,221,317,199,489,1677,499,102
Mississippi,818,1279,777,465,33,5.7,4.5,7.8,7.8,2841,11647,6772,6723,4825,18345,19393,8095,6687,12677,888,17920,6021,7828,15509,1361,4186,3096,9670,6002,207,1917,2020,4684,4526,8540,24650,17690,10178,3094,208,6884,5165,11231,12862,1951,11997,14085,23167,3174,23,210,111,145,140,1998,1534,2680,408,290,9,176,86,235,305,268,485,1767,448,96
Mississippi,749,1281,778,469,34,5.1,3.7,7.3,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,928,3067,2658,314,75,9.4,8.5,16.9,9.9,11681,73441,22317,41761,25714,54872,74753,33814,37833,50774,4238,95269,24714,56696,93848,5150,24938,27742,60253,32063,221,3608,2009,4141,4910,3379,10836,7203,16201,2569,209,8310,4401,7798,20271,790,4978,3667,23073,2748,320,1968,707,1078,1040,2150,4973,5267,5855,1299,165,1513,564,2234,2879,471,1987,3665,4426,669
Missouri,953,3032,2617,330,84,9.5,8.699999999999999,15.3,13.5,11187,72906,21313,42107,26595,50544,74634,33458,40102,50442,3965,95183,23523,55852,92099,4755,25099,26086,61557,32180,219,3551,1841,4279,4952,3001,10622,7421,15888,2593,200,8313,4094,7805,19947,811,5212,3856,22436,2708,201,1721,539,1075,942,1968,4409,4528,5366,1219,92,1587,519,2305,2684,404,1905,3718,4264,629
Missouri,893,3070,2652,323,95,8.4,7.4,16.3,8.300000000000001,11144,75205,21171,41422,26549,50176,75479,33554,41721,49989,4233,96393,23790,54716,90456,4840,24265,25643,62952,32528,221,3712,1825,4388,4483,3089,10605,7622,17080,2514,206,8803,4261,7860,18660,760,5049,4036,23528,2785,182,1823,582,1170,994,2189,4460,4753,5341,1271,56,1644,473,2335,2635,367,1981,3367,4492,684
Missouri,809,3012,2569,314,93,6.9,6,12.9,6.1,11133,79406,21333,41582,28003,50204,77294,33145,38268,51139,4275,99591,23684,53945,90241,4523,23271,24544,63407,33750,209,4137,1831,4510,4950,3102,11506,8022,16218,2548,190,8958,4210,7920,19954,778,4905,4036,24529,2814,150,2069,509,1243,1034,1882,4401,4417,4446,1293,45,1797,486,2322,2587,378,2017,3330,3941,734
Missouri,768,3015,2577,304,81,6.6,5.9,11.1,7.4,11147,79709,21127,41453,27942,50498,76964,34786,39090,50471,4383,101513,22805,46691,87066,3193,22387,25858,63463,33285,192,4225,1855,4489,4940,3086,11828,8702,16993,2551,191,9303,4316,7277,19343,452,4808,4730,25807,2881,183,2170,594,1216,1007,1999,4449,4490,4702,1347,58,2105,545,1595,2732,186,1965,3483,4388,809
Missouri,694,3049,2584,333,85,6.4,5.1,14.4,8.199999999999999,10800,81870,22307,41889,27990,52192,76733,32707,39357,50584,4345,106207,25314,46626,86402,3427,21993,23240,62627,34280,185,4442,2169,4771,5123,3058,12049,9040,18270,2711,182,9815,5207,7861,19826,465,4655,4838,26929,3043,156,2336,699,1312,1116,2179,4620,4276,4559,1402,59,2282,718,1748,2725,171,1920,3330,4491,788
Missouri,701,3104,2624,339,109,5,4.4,10,5.5,10623,83224,21388,42300,28991,51936,75617,33741,39358,51356,4481,107705,25342,46007,87295,3002,21328,21249,63310,35214,215,4587,2090,5090,5406,3345,12982,9611,17750,2724,210,10136,5399,8422,20861,450,5122,4952,27902,3205,165,2530,678,1489,1172,2289,4527,4103,4182,1430,76,2386,765,2002,2916,182,1991,3288,4299,838
Missouri,808,3131,2648,368,123,4.4,3.7,9,6.5,11044,85782,21634,42513,29961,52627,76859,35593,39689,52872,4741,110715,25198,44717,87901,3004,21732,23330,66273,36343,245,4699,2062,5032,5687,3761,14148,10336,18453,2997,279,10324,5040,8564,21340,513,5808,5698,28464,3361,182,2708,727,1417,1261,2412,4983,4406,4959,1546,87,2553,646,1822,3125,238,1957,3515,5139,949
Missouri,755,3010,2526,346,130,3.8,3.4,6.3,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,6,497,462,,11,7.1,6.7,,9.199999999999999,901,4937,2294,4514,2473,6260,6949,3581,4028,3545,531,10153,4097,6495,10972,328,1160,1339,8979,2513,2,17,10,54,41,28,193,52,74,16,0,16,8,27,39,2,5,7,48,8,7,48,38,130,84,177,172,232,160,52,4,86,67,205,225,8,37,35,224,49
Montana,11,490,456,,14,7.7,7.7,,11.9,898,4934,2259,4452,2691,6078,6550,3713,4119,3627,541,10494,3916,6276,10701,338,1055,1580,8776,2510,1,15,13,52,40,19,187,45,72,31,0,16,8,30,39,2,3,10,112,8,22,52,40,139,91,150,160,163,169,56,5,77,58,220,197,9,37,36,207,39
Montana,1,503,470,,10,7.3,6.8,,12,940,5096,2400,4566,2828,6552,6916,3772,4299,3869,553,10725,3943,6394,10859,251,1083,1599,8982,2604,2,25,11,61,42,29,255,72,103,27,0,19,5,51,42,2,7,8,101,10,15,67,43,144,114,180,227,237,164,62,6,98,65,217,208,5,40,44,260,41
Montana,3,506,469,,9,6.1,5.3,,10.7,930,5262,2305,4519,2913,6605,6986,3674,4288,3843,527,11150,3847,6118,10720,209,1105,1457,9180,2650,3,26,14,65,42,26,440,74,149,28,0,20,3,35,48,1,13,8,43,9,9,62,43,154,111,162,230,196,163,65,4,106,59,230,218,5,149,30,256,41
Montana,3,512,473,,13,5.5,4.8,,7,1010,5649,2448,4818,2947,6796,7552,3808,4329,3984,541,11355,3948,6487,10348,207,1139,1529,9559,2704,5,31,34,67,54,125,263,74,98,24,1,25,10,39,42,2,7,11,73,5,10,95,84,151,118,214,239,256,223,76,2,175,109,230,273,3,39,36,397,53
Montana,8,524,489,,13,4.6,4.3,,9.4,1008,6065,2550,4772,2843,6909,7463,3873,5171,4078,567,11736,3950,6487,10455,245,1220,1441,10141,2850,0,37,12,56,36,37,162,80,121,16,1,25,15,55,53,0,12,10,72,8,60,82,60,160,102,161,214,246,289,76,6,148,67,236,232,24,43,48,396,41
Montana,5,523,491,,,4.1,3.7,,,906,5983,2654,4893,2810,7249,7485,3765,4928,4066,548,11804,3971,5900,10241,191,1254,1435,9731,2844,1,35,20,66,71,39,170,82,113,20,1,40,17,38,94,3,14,17,167,15,9,87,98,159,124,208,247,350,240,101,8,160,66,216,279,2,128,69,390,48
Montana,18,523,484,,16,4.2,4,,6.2,942,6437,2771,4583,2988,7232,7721,3965,5104,4034,543,12299,4195,5654,10517,244,1393,1576,9869,2893,,37,21,60,57,63,166,87,150,20,,24,13,50,113,,8,17,189,5,8,97,79,133,96,271,265,322,350,108,,173,78,204,286,8,57,74,462,54
Montana,3,522,486,,19,4,3.4,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,30,982,908,41,74,4.6,4.3,8.6,7.4,3286,21193,8500,15024,10425,18954,36792,11353,8969,16452,1340,32047,10969,18566,35423,1027,17091,4689,20771,10590,13,619,388,744,909,572,5350,2406,1497,404,14,920,734,936,2568,44,10709,968,2000,285,47,503,554,633,648,1908,6760,7736,2046,640,26,577,506,964,1547,86,3418,4809,2240,281
Nebraska,28,976,894,41,80,4.8,4.4,10.5,7.5,3385,20842,8025,15314,10056,18629,35442,10873,9411,15949,1436,32243,10535,18115,33072,1029,16018,4261,21311,10401,21,686,404,758,825,520,5468,2382,1539,371,14,993,687,993,2147,41,10650,985,1975,255,48,492,453,695,661,2103,6831,8172,2067,576,25,590,465,1002,1487,99,3542,4712,2470,253
Nebraska,30,1009,934,34,98,4.5,4,14.6,7.8,3340,21105,7774,15401,10514,17939,35408,11262,9752,15933,1429,33211,10396,17749,33261,988,12770,3846,22314,10516,17,642,400,795,843,611,5141,2456,1729,407,17,978,652,969,2133,41,6580,1020,2067,246,45,522,476,702,675,1819,7159,7981,2119,684,22,609,439,1044,1548,73,3131,4712,2628,267
Nebraska,23,1024,938,38,102,4,3.5,12.7,7.5,3491,22615,7182,15583,10470,19163,35713,10121,10013,15648,1696,34566,9695,18331,32517,1044,10678,3553,22688,10711,28,714,327,816,948,687,5393,2684,1854,393,21,1087,589,1101,2246,58,5377,1006,2225,274,56,590,334,820,678,2020,7144,7896,2106,721,30,709,454,1093,1572,81,2848,4798,2662,279
Nebraska,26,1030,934,45,106,4.1,3.5,10.1,7.7,3333,23309,7383,15524,10886,19113,35891,11026,10605,15742,1589,36284,9479,18043,32813,1024,10088,3726,23564,10736,27,734,336,820,1045,659,5903,2858,1979,422,13,1029,553,1139,2605,21,5332,1135,2393,266,47,653,403,845,798,2148,7115,8316,2054,747,34,758,548,1253,1863,84,2688,5208,2803,304
Nebraska,14,1016,927,43,102,3.3,2.9,8.300000000000001,5.7,3301,24178,7227,15550,11006,20011,33665,11007,10492,15499,1685,36774,9779,17525,32418,978,9563,3515,22883,11085,28,846,342,855,1108,778,5868,3158,2082,452,16,1157,840,1296,2621,29,4670,1220,2566,319,53,778,451,946,750,2219,7364,8024,1987,739,50,874,534,1344,1955,95,2811,5057,3013,354
Nebraska,22,999,907,,101,3,2.6,,5,3255,25747,7217,15332,11470,19834,32746,11457,9865,15869,1688,37375,9693,16934,32395,1044,6905,3370,22559,11332,26,950,385,901,1279,754,5958,3388,2071,445,18,1310,891,1377,2903,44,1103,1272,2866,315,74,873,491,1075,868,2485,7658,8023,1911,818,55,954,572,1562,2112,178,2570,5223,2817,363
Nebraska,26,1011,920,42,104,3.4,2.7,10,4.7,3399,26646,7611,15838,11413,19695,31858,11163,10702,16095,1668,39161,10326,16564,31995,970,6807,3298,23521,11619,31,1012,420,970,1271,779,6116,3211,2176,486,30,1588,936,1482,3079,25,1277,1124,2964,320,43,918,559,1129,886,2636,7825,8421,2176,915,29,1124,574,1668,2188,131,2855,5523,3418,390
Nebraska,14,1005,924,,108,2.8,2.6,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,312,1352,1098,101,279,11.3,11.2,17.1,16.7,3508,14237,8684,12112,7787,16734,15598,8263,40004,16295,1483,16211,4577,16801,24310,1434,3281,2781,34925,9667,99,875,785,1734,1619,1130,3013,1867,8738,1108,68,1482,811,2628,5103,155,698,537,7190,975,212,1332,1703,3291,2542,7978,6992,9596,32585,2560,122,1610,862,5140,7351,1176,2841,4068,32383,1857
Nevada,369,1322,1050,105,300,14.4,13.9,20.8,18.6,3323,13968,8522,11917,7855,15814,15769,8120,39233,16191,1515,16082,4560,16208,23278,1337,3256,2766,34341,9508,96,832,733,1862,1750,1044,3570,1819,8723,1057,55,1371,804,2741,5007,166,699,475,7724,1019,199,1207,1658,3522,2685,6545,6915,9114,33720,2649,135,1539,905,5394,7282,1195,2937,4013,33095,1864
Nevada,393,1376,1094,101,316,13.1,12.1,22.1,14.5,3266,14049,8054,12835,7982,15518,16363,7018,40134,16397,1350,16676,4457,16726,22963,1281,3340,2512,35043,9631,96,814,783,2103,1713,932,3509,1882,9263,1117,49,1415,802,3180,4960,148,701,493,8100,1039,196,1261,1620,4054,2726,5684,7142,9636,34192,2721,138,1666,945,5955,7218,1091,2929,4308,33708,2007
Nevada,357,1378,1066,107,346,11,10.7,16.4,13.6,3489,14163,8134,13017,8021,15251,16308,7172,38006,16385,1442,16135,4547,16626,22404,1171,3328,2512,33440,9924,104,872,863,2336,1887,1007,3562,1924,9444,1166,60,1477,872,3378,5268,156,744,539,8349,1117,261,1380,1726,4495,2888,5594,7284,9767,34430,2774,169,1777,994,6304,7495,999,2929,3964,33760,2181
Nevada,350,1384,1074,115,357,9.800000000000001,9,15.1,11,3409,14609,8482,12445,8163,16050,15080,7824,39447,16343,1439,16661,4223,15599,21988,1226,3227,2814,34156,9866,108,945,770,2289,1987,978,3531,2135,10332,1172,66,1593,865,3316,5492,159,802,549,9270,1125,221,1535,2071,4346,2890,5958,7268,9814,36560,2886,141,1936,999,6470,7436,1045,3143,4121,35420,2268
Nevada,386,1396,1061,114,373,7.7,7.3,15.4,7.5,3513,15190,7253,12570,8215,16106,15265,8340,38692,16068,1499,16810,4252,15847,21392,1171,3216,3095,33743,9971,133,1096,811,2528,2111,1013,3788,2165,10920,1293,85,1668,867,3735,6004,127,740,576,10135,1189,263,1755,1734,4798,3086,7122,7926,9749,37289,3115,168,2202,1097,7157,7968,1392,2958,4482,36108,2458
Nevada,435,1435,1068,113,419,6.9,6.1,13.5,8,3518,14589,7645,13193,8417,15626,14654,7722,39045,16002,1472,16131,4202,15703,21461,1057,3011,2873,33791,9865,116,1057,825,2646,2206,1033,3940,2310,11774,1319,80,1749,969,3944,6387,126,865,727,10779,1172,259,1892,1941,5122,3377,6360,7982,10164,37282,3321,165,2316,1197,7501,8504,1064,3247,4430,36704,2561
Nevada,315,1416,1041,121,388,5.9,4.6,12.7,6,3500,15029,7622,13176,8961,16081,15052,7926,37764,15926,1560,16976,4480,15364,21715,1209,3082,2966,33547,9993,122,1105,857,2776,2499,1098,4225,2483,12153,1394,83,1938,1117,4604,6930,190,1053,823,11629,1260,287,1997,2160,5324,3617,7599,8635,10651,38312,3578,190,2537,1286,7495,9383,1253,3474,5479,38019,2709
Nevada,314,1454,1081,145,433,5,4.6,8.199999999999999,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,6,743,712,8,13,6.4,6.3,19,11,2545,17342,5566,14430,5553,9350,12580,5455,9611,10102,1238,23554,6714,16883,21587,1328,7152,2126,17952,6451,18,230,102,317,166,127,476,178,470,109,9,155,103,322,225,21,127,41,427,54,34,259,150,579,163,281,782,633,647,188,10,213,106,807,388,80,559,277,657,89
New Hampshire,6,747,714,9,14,5.9,5.9,10.3,11.9,2459,17077,5315,14664,5640,9139,11485,6131,10787,10264,1054,23452,6589,17124,21455,1221,6388,2465,19025,6640,17,216,106,280,156,100,310,162,621,123,11,147,95,230,209,26,83,43,603,51,19,256,155,631,172,251,631,593,723,203,11,247,128,936,373,31,386,287,808,97
New Hampshire,7,737,700,10,14,5.4,5.3,8.699999999999999,8.800000000000001,2439,17736,5418,14711,5888,9269,11834,6209,10785,10358,1051,23835,6652,16944,21236,1231,6415,2321,19159,6783,20,362,87,279,169,166,296,172,652,127,13,266,98,243,219,11,94,53,608,51,64,329,170,688,230,365,626,607,801,267,21,272,147,987,419,50,397,241,869,105
New Hampshire,5,740,703,9,22,5.6,5.6,8.4,10.5,2339,18252,5526,15035,6029,9250,12200,6381,10136,10476,1046,24300,6799,16970,20940,1168,6300,2506,18169,6748,20,261,88,229,155,122,358,185,643,98,8,215,111,188,192,10,103,112,577,49,29,330,169,653,268,303,676,525,741,243,5,272,124,1012,528,76,400,238,804,109
New Hampshire,6,743,708,9,23,5.2,5.2,12.6,6.1,2483,18589,5387,14736,6137,9109,12535,6564,10651,10363,1131,24732,6263,16603,20574,1260,5966,2630,18315,6902,17,280,80,244,168,130,429,200,634,88,7,272,104,207,199,11,95,62,582,47,40,378,165,662,238,308,713,632,733,241,13,367,115,1033,550,73,413,460,855,128
New Hampshire,6,739,703,10,22,4.2,4.2,7,10,2382,19041,5528,14225,6183,8487,13362,7457,10258,10535,1154,25303,6489,16525,20359,1090,6008,3197,18249,6969,10,298,130,273,178,129,431,242,713,113,8,281,115,226,227,18,104,84,684,57,42,353,295,714,291,304,793,605,780,242,7,342,182,969,593,58,540,236,872,112
New Hampshire,6,742,702,,,3.4,3.5,,,2536,19487,5541,14391,6327,8079,13504,6678,10416,10693,1145,25961,6762,15949,20616,1152,5892,3091,18421,7213,15,288,117,269,261,130,435,318,720,109,8,301,116,242,358,18,111,96,716,65,37,367,204,673,308,293,810,607,863,247,10,402,148,1093,699,61,608,247,1004,145
New Hampshire,7,751,714,,,2.8,2.8,,,2402,20356,5578,14624,6854,8161,14663,7075,9983,10944,1197,27306,6675,16158,21870,970,5975,2883,18741,7732,10,340,119,328,297,106,516,365,853,122,8,367,120,315,456,6,133,114,875,66,43,421,225,712,343,384,981,626,901,261,13,425,177,1134,848,63,633,286,1143,163
New Hampshire,7,741,700,,,2.8,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,457,4554,3529,589,813,9.1,8.4,14.2,11.6,19018,93173,25684,64301,25284,32410,38613,23292,34962,82470,6920,109941,19631,65321,92206,2098,12807,9665,47812,50533,478,8527,5301,10107,8440,4923,16518,13837,22785,6279,420,17474,7114,15683,28609,654,6038,5209,35629,6531,705,7455,5055,9187,7274,7425,22455,27045,26710,6819,346,9813,3414,11949,19201,1049,10254,15738,29264,4363
New Jersey,592,4520,3479,603,852,9.300000000000001,8.699999999999999,15.1,10.2,18988,93239,24205,62021,24177,31269,38533,23151,37408,80173,7053,111254,18866,60555,85670,2188,13203,10322,51758,50017,515,8537,5097,10147,8002,4745,16359,14390,24442,6036,450,18197,6996,15814,25872,630,5668,5376,37488,6362,764,7629,4875,9405,7108,7313,22015,25570,29778,6816,412,10231,3459,12197,18191,952,9073,15464,33974,4391
New Jersey,624,4590,3567,606,896,9.4,8.699999999999999,15.8,11.3,19324,94530,23634,62445,25334,32072,36796,24106,37926,79679,7354,113880,19007,60207,80202,1849,11720,10465,52965,50209,513,8736,4688,10030,7908,4700,15991,13563,26319,5701,477,18687,6821,15098,25266,522,5041,5118,39277,6114,753,8030,4662,9837,7307,7515,21753,26704,28561,6943,387,11672,3702,12626,18575,843,8939,16292,33994,4592
New Jersey,596,4593,3493,617,886,9.5,8.9,15,10.3,18479,96583,22998,59524,24751,30128,36513,22923,36639,78093,6916,113764,19050,59213,78262,1819,11666,9686,49050,49703,528,8811,4670,10751,7773,4642,16184,13929,26645,5695,481,18499,7331,15794,24948,606,4921,5414,40814,6059,1095,8230,4718,10089,7277,7133,21520,25514,27496,6936,747,10942,4103,13025,18223,1005,8926,15639,32939,4688
New Jersey,551,4521,3382,626,897,8.199999999999999,7.5,13,8.199999999999999,18605,93346,22351,59058,24360,30120,36865,23029,35938,77331,7057,115767,18901,58866,77197,1800,11485,9744,48912,50470,541,9151,4556,10576,7983,4855,16933,14851,27488,5665,489,19458,7372,16385,24759,536,5245,5571,42489,6406,720,8404,4913,10308,6851,7503,23002,26650,27222,7046,407,11584,3858,13722,17723,928,10414,17117,33350,5044
New Jersey,544,4523,3390,633,859,6.7,6,11.5,7.5,17847,101021,21487,58068,24358,29414,36833,23905,34740,75382,6810,114725,19492,58068,74267,1736,11367,10318,48157,50109,489,9311,4588,10944,8205,4658,17652,15773,26113,5674,423,19080,7772,16725,24747,468,5795,6807,42156,6187,672,8860,4826,10458,7132,7303,23004,27781,25219,7126,353,12226,5754,14019,18201,860,9947,18254,30737,4979
New Jersey,539,4535,3411,629,820,5.8,5.2,10,7.6,17255,94433,20791,56929,23792,30304,36902,25113,34647,75504,6824,116641,18750,55418,73246,1667,10962,11128,47587,50430,447,9414,4702,10299,8466,4969,18703,18350,26968,5796,433,20104,7426,16083,25100,494,5880,8731,43542,6498,710,9261,5297,10081,7753,7521,23706,28363,25264,7612,400,13351,4212,13776,19614,830,10068,22568,32483,5452
New Jersey,624,4527,3409,614,818,4.9,4.4,7.3,5.5,17757,96336,21591,55703,23894,30452,37064,26631,35457,75667,7439,121415,18662,55177,71324,2010,11357,11960,51228,52069,521,9886,5047,10332,8615,5088,20513,21230,27596,6090,516,20583,7834,16908,25455,732,6667,10733,46326,6841,787,9917,5138,10212,7606,8070,25996,28442,25467,7950,466,14264,4790,14153,20247,1038,11454,19551,36534,5927
New Jersey,533,4491,3323,656,779,4.6,3.8,7.9,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,202,938,811,23,383,7.6,7.5,7.8,10.3,1393,14447,5850,4981,3662,4910,4305,2181,4534,6601,562,14523,4002,6668,10177,238,630,704,6348,3826,19,379,308,415,468,156,281,225,604,275,9,451,224,387,854,10,51,43,641,160,246,3800,3971,4942,3900,5765,6287,5510,7799,3087,179,6291,3642,7872,11480,299,1720,2149,12330,1966
New Mexico,207,921,779,23,375,8.5,7.8,18.8,9.1,1328,14644,5767,5013,3238,4852,4222,1913,4629,6443,591,14892,3892,6210,9502,241,661,635,6441,3617,10,376,316,404,360,151,324,207,678,263,14,472,193,385,763,5,46,51,701,172,255,4021,3939,5006,3360,5690,6392,4895,7856,2999,174,6629,3523,7275,10964,269,1866,1696,13323,1941
New Mexico,212,927,797,24,389,7.4,6.9,20.8,9.4,1310,14829,5773,5107,3389,4841,4197,1637,4372,6262,538,15126,3785,6193,9243,234,600,512,6491,3779,11,407,362,405,397,158,292,169,740,255,15,562,212,341,805,4,40,37,796,152,217,4077,4050,5450,3631,5620,6597,4509,7651,2941,162,6875,3644,7271,11015,241,1810,1268,13111,1963
New Mexico,243,949,803,22,406,7.1,6.9,6.6,8.9,1311,14633,5806,5138,3354,4922,4368,1734,4326,6141,549,15128,3595,6071,9135,187,567,445,5922,3777,15,450,311,440,417,173,348,165,612,242,19,494,162,397,628,8,45,37,662,144,237,4294,4010,5516,3748,5823,6808,4629,8032,2978,195,7582,3454,7493,10912,298,1737,1383,13283,2013
New Mexico,253,918,779,21,403,7.2,6.3,8.199999999999999,8.5,1275,14639,5705,5100,3499,4910,4820,1737,4324,6026,554,14799,3294,5988,8796,153,570,433,6311,3792,17,444,308,466,431,163,308,206,680,266,20,500,156,414,627,5,33,39,652,146,249,4394,3864,5619,4062,5893,6683,4669,8311,3042,207,7916,3164,7752,10848,220,1691,1258,13964,2063
New Mexico,202,917,772,26,409,7,5.7,12.5,7.4,1144,14319,5400,4994,3684,4726,4876,1835,4325,6071,592,14977,3185,5609,8707,140,560,583,6198,3711,24,457,301,381,469,182,465,235,689,248,15,553,205,420,644,6,46,53,707,167,243,4455,3753,5665,4260,6177,6845,5392,8325,3049,223,8325,3123,7563,11205,233,1566,1454,14015,2120
New Mexico,168,926,742,27,407,6.8,5.7,6.5,6.4,1121,14374,5489,4989,3678,4268,4681,1751,4605,5988,554,14663,3282,5372,8640,148,606,605,6130,3702,18,489,340,403,481,222,373,229,783,270,15,584,209,417,649,5,37,56,806,148,241,4683,4069,5636,4428,5481,6719,4945,8623,3108,200,8828,3511,7273,11442,242,1536,1394,15306,2272
New Mexico,189,932,738,26,417,6.8,5.4,2.1,6.5,1116,14391,5148,5022,3840,4066,3826,1923,4641,5590,557,14940,3119,5344,8545,141,488,509,6709,3674,20,518,319,402,523,146,311,235,829,268,14,605,231,372,682,,32,35,873,156,262,4832,4065,6011,4845,5346,6044,5342,9092,3073,213,9436,3477,7477,12063,221,1466,1484,16505,2315
New Mexico,154,929,756,26,417,6.1,5.3,7.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1193,9722,7378,1492,1478,8.300000000000001,7.3,14.1,10.4,41010,208670,51884,102418,60445,82668,87421,47188,78035,132901,18381,247099,44887,110631,191934,7146,27840,19251,140322,97813,1260,19921,9566,20876,20878,11967,22405,19838,60306,11033,1405,48168,15103,30123,59462,2288,8052,9337,106837,14682,1341,16602,7344,16762,15451,11950,22292,24252,47941,11167,959,24320,5697,22640,40767,2012,9715,14298,59229,9788
New York,1144,9654,7340,1519,1468,8.5,7.6,14.5,11.8,41507,210564,51857,104769,61956,80677,85516,47750,80108,134549,18476,249706,44661,110750,189240,6623,26885,18665,140109,99646,1368,19521,9773,21948,20440,10782,21452,20331,61760,10726,1535,46814,15469,31399,57120,1715,7337,9044,106954,13863,1482,16922,7448,17876,15671,11423,22210,24637,50205,11093,985,24149,5868,23591,40204,2010,9410,14512,61357,9607
New York,1162,9476,7187,1492,1444,8.1,7.1,13.8,10.6,41628,221500,52179,104099,61317,81630,84786,48211,81214,138135,18722,256937,44445,110749,188184,6520,25621,18334,140286,103138,1246,20440,10253,22732,20592,10511,21272,20845,62899,10883,1527,47518,15305,32779,55808,1790,7052,9467,109261,14092,1555,18043,8123,18553,15999,11466,22239,25360,50362,11764,984,25722,6095,24981,40993,1895,10236,15072,62926,10346
